empty_arena,constant_1,avg_td_dif,avg_sub_att_dif,sig_str_dif,age_dif,reach_dif,height_dif,sub_dif,ko_dif,total_title_bout_dif,total_round_dif,loss_dif,win_dif,longest_win_streak_dif,win_streak_dif,lose_streak_dif,td_landed_dif,rev_bout,pass_bout,sub_attempts_bout,td_pct_bout,td_attempted_bout,td_landed_bout,tot_str_attempted_bout,tot_str_landed_bout,sig_str_pct_bout,sig_str_attempted_bout,sig_str_landed_bout,kd_bout,age,weight_lbs,reach_cms,height_cms,stance,wins,win_by_tko_doctor_stoppage,win_by_submission,win_by_ko/tko,win_by_decision_unanimous,win_by_decision_split,win_by_decision_majority,total_title_bouts,total_rounds_fought,losses,longest_win_streak,avg_td_pct,avg_td_landed,avg_sub_att,avg_sig_str_pct,avg_sig_str_landed,draw,current_win_streak,current_lose_streak,ev,odds,fighter,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,winner,title_bout,weight_class,gender,no_of_rounds,win_dum,tter_rank,win_prob,status
0.0,1.0,-1.4166666669999999,1.083333333,7.16666667,1.0,-10.16,-2.54,0.0,-1.0,1.0,-2.0,-1.0,-2.0,-2.0,0.0,-1.0,-1.4166666669999999,0.0,2.0,2.0,0.14,7.0,1.0,153.0,63.0,0.34,136.0,47.0,0.0,29.0,135.0,165.1,167.64,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.11,0.333333333,1.333333333,0.35,44.66666667,0.0,0.0,3.0,80.0,-125.0,Joe Soto,SUB,Rear Naked Choke,3.0,3:39,819.0,Blue,False,Bantamweight,MALE,3.0,1,neither,55.55555555555556,favorite
0.0,1.0,1.333333333,0.0,-8.41666667,0.0,-12.7,2.54,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.333333333,0.0,0.0,0.0,0.0,0.0,0.0,49.0,22.0,0.43,48.0,21.0,1.0,24.0,135.0,165.1,172.72,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.276666667,1.333333333,0.0,0.34,41.33333333,0.0,3.0,0.0,170.0,170.0,Cody Garbrandt,KO/TKO,Punches,1.0,2:53,173.0,Blue,False,Bantamweight,MALE,5.0,1,Red,37.03703703703704,underdog
0.0,1.0,1.333333333,-0.833333333,31.16666666,-2.0,0.0,5.08,0.0,-2.0,0.0,-4.0,1.0,-2.0,-1.0,0.0,0.0,1.333333333,0.0,0.0,0.0,0.0,3.0,0.0,46.0,34.0,0.61,26.0,16.0,0.0,29.0,155.0,180.34,182.88,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,0.35333333299999997,1.333333333,0.0,0.563333333,50.33333333,0.0,0.0,1.0,71.42857143,-140.0,Shane Campbell,SUB,Rear Naked Choke,2.0,3:02,482.0,Red,False,Lightweight,MALE,3.0,0,neither,58.333333333333336,favorite
0.0,1.0,1.0,-0.2,6.4,5.0,7.62,0.0,-2.0,1.0,-2.0,3.0,0.0,0.0,-3.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,0.64,31.0,20.0,1.0,33.0,240.0,203.2,193.04,Orthodox,8.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,26.0,2.0,3.0,0.382,1.6,0.0,0.514,54.6,0.0,2.0,0.0,160.0,160.0,Stipe Miocic,KO/TKO,Punch,1.0,2:47,167.0,Blue,True,Heavyweight,MALE,5.0,1,Red,38.46153846153847,underdog
0.0,1.0,-1.214285714,-0.6190476189999999,-9.23809524,-3.0,5.08,-2.54,-1.0,11.0,6.0,19.0,-6.0,9.0,-2.0,1.0,1.0,-1.2142857139999998,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.8,5.0,4.0,0.0,39.0,185.0,187.96,182.88,Southpaw,14.0,1.0,2.0,11.0,0.0,0.0,0.0,6.0,31.0,7.0,3.0,0.130952381,0.28571428600000004,0.380952381,0.512380952,10.76190476,0.0,1.0,0.0,240.0,240.0,Vitor Belfort,KO/TKO,Punches,1.0,4:38,278.0,Red,False,Middleweight,MALE,3.0,0,Blue,29.411764705882355,underdog
0.0,1.0,-1.213636364,0.195454545,13.79090909,3.0,7.62,-2.54,-5.0,8.0,-1.0,-12.0,-1.0,-3.0,2.0,-3.0,0.0,-1.213636364,1.0,1.0,0.0,0.0,0.0,0.0,46.0,29.0,0.43,23.0,10.0,0.0,35.0,170.0,190.5,182.88,Orthodox,13.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,46.0,7.0,7.0,0.4355,1.15,1.15,0.573,36.2,0.0,1.0,0.0,290.0,290.0,Matt Brown,SUB,Rear Naked Choke,3.0,4:31,871.0,Red,False,Welterweight,MALE,3.0,0,Red,25.64102564102564,underdog
0.0,1.0,1.283333333,0.7,3.15,-5.0,-5.08,-5.08,3.0,2.0,1.0,32.0,-6.0,8.0,1.0,-2.0,0.0,1.2833333329999999,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.53,13.0,7.0,0.0,37.0,185.0,187.96,182.88,Orthodox,12.0,0.0,3.0,5.0,4.0,0.0,0.0,1.0,42.0,8.0,4.0,0.4475,1.45,0.7,0.519,24.15,0.0,1.0,0.0,300.0,300.0,Nate Marquardt,KO/TKO,Punch,1.0,3:39,219.0,Red,False,Middleweight,MALE,3.0,0,neither,25.0,underdog
0.0,1.0,4.160714286,-0.107142857,9.96428571,4.0,2.54,0.0,0.0,0.0,0.0,-3.0,1.0,0.0,1.0,0.0,1.0,4.160714286,0.0,0.0,0.0,0.0,2.0,0.0,38.0,14.0,0.33,36.0,12.0,0.0,35.0,205.0,193.04,187.96,Orthodox,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.46285714299999997,4.285714286,0.14285714300000002,0.52,38.71428571,0.0,0.0,1.0,42.55319149,-235.0,Patrick Cummins,KO/TKO,Punches,1.0,4:52,292.0,Red,False,Light Heavyweight,MALE,3.0,0,Red,70.1492537313433,favorite
0.0,1.0,-2.288461538,-0.21153846199999998,-10.25,0.0,-5.08,2.54,-3.0,-1.0,-9.0,-38.0,2.0,-7.0,-5.0,-5.0,0.0,-2.288461538,0.0,0.0,0.0,1.0,1.0,1.0,19.0,8.0,0.35,17.0,6.0,0.0,29.0,135.0,162.56,162.56,Orthodox,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,0.0,4.0,0.3925,2.25,0.25,0.46,56.75,0.0,4.0,0.0,280.0,280.0,Henry Cejudo,KO/TKO,Knees,1.0,2:49,169.0,Red,True,Flyweight,MALE,5.0,0,Red,26.31578947368421,underdog
0.0,1.0,0.333333333,-2.133333333,-15.73333333,-2.0,7.62,0.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.3333333330000001,0.0,0.0,0.0,0.5,2.0,1.0,40.0,20.0,0.35,31.0,11.0,0.0,25.0,145.0,187.96,180.34,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,2.0,1.0,0.574,2.0,0.2,0.35600000000000004,31.6,0.0,1.0,0.0,90.90909091,-110.0,Andre Fili,KO/TKO,Kick,2.0,2:15,435.0,Red,False,Featherweight,MALE,3.0,0,neither,52.38095238095239,favorite
0.0,1.0,0.833333333,-0.666666667,31.33333333,1.0,5.08,2.54,0.0,0.0,0.0,12.0,-1.0,2.0,2.0,0.0,-1.0,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,29.0,205.0,195.58,187.96,Orthodox,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,2.0,4.0,0.47666666700000004,0.833333333,0.0,0.446666667,41.33333333,0.0,0.0,2.0,100.0,100.0,Clint Hester,SUB,Arm Triangle,1.0,4:35,275.0,Red,False,Light Heavyweight,MALE,3.0,0,neither,50.0,underdog
0.0,1.0,0.96491228,-0.444444444,-13.45614035,0.0,-2.54,-5.08,-3.0,3.0,3.0,33.0,-3.0,7.0,0.0,-2.0,-1.0,0.9649122800000001,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.5,14.0,7.0,0.0,36.0,205.0,190.5,182.88,Orthodox,14.0,0.0,0.0,6.0,3.0,4.0,1.0,4.0,54.0,5.0,5.0,0.37789473700000004,2.631578947,0.0,0.382631579,28.21052632,0.0,0.0,1.0,185.0,185.0,Rashad Evans,KO/TKO,Punch,1.0,1:48,108.0,Red,False,Light Heavyweight,MALE,5.0,0,Red,35.08771929824561,underdog
0.0,1.0,0.607142857,0.035714286,-8.53571429,-2.0,7.62,7.62,1.0,0.0,1.0,2.0,-1.0,0.0,-3.0,-3.0,0.0,0.6071428569999999,0.0,1.0,2.0,0.5,2.0,1.0,53.0,12.0,0.21,52.0,11.0,0.0,28.0,170.0,190.5,185.42,Southpaw,6.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,17.0,2.0,2.0,0.44125,1.75,0.75,0.39875,20.75,0.0,2.0,0.0,145.0,145.0,Michael Chiesa,SUB,Rear Naked Choke,2.0,1:20,380.0,Blue,False,Lightweight,MALE,3.0,1,Red,40.816326530612244,underdog
0.0,1.0,-1.8,-0.5555555560000001,-41.91111111,2.0,-5.08,2.54,-2.0,2.0,-1.0,-16.0,1.0,-3.0,-1.0,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,74.0,39.0,0.52,73.0,38.0,1.0,29.0,170.0,185.42,182.88,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,2.0,2.0,0.066,0.2,0.0,0.384,33.2,0.0,1.0,0.0,83.33333333,-120.0,Santiago Ponzinibbio,KO/TKO,Punch,1.0,4:15,255.0,Blue,False,Welterweight,MALE,3.0,1,neither,54.54545454545454,favorite
0.0,1.0,6.0,-1.0,-21.0,0.0,-17.78,-12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.28,7.0,2.0,40.0,26.0,0.5,22.0,11.0,0.0,25.0,170.0,180.34,177.8,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.7,7.0,0.0,0.6,27.0,0.0,1.0,0.0,68.96551724,-145.0,Michael Graves,SUB,Rear Naked Choke,2.0,2:31,451.0,Blue,False,Welterweight,MALE,3.0,1,neither,59.183673469387756,favorite
0.0,1.0,1.432692308,0.615384615,-19.43269231,-3.0,2.54,5.08,3.0,-4.0,-2.0,9.0,-5.0,0.0,-1.0,2.0,1.0,1.432692308,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,34.0,135.0,170.18,165.1,Orthodox,6.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,31.0,7.0,2.0,0.359230769,2.307692308,0.615384615,0.39153846200000003,20.69230769,0.0,2.0,0.0,400.0,400.0,Manvel Gamburyan,KO/TKO,Punches,1.0,0:37,37.0,Red,False,Bantamweight,MALE,3.0,0,neither,20.0,underdog
0.0,1.0,1.4,0.2,-30.2,1.0,0.0,2.54,0.0,2.0,0.0,6.0,-1.0,3.0,2.0,0.0,0.0,1.4,0.0,1.0,1.0,0.42,7.0,3.0,129.0,57.0,0.34,105.0,36.0,0.0,28.0,185.0,185.42,182.88,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,0.35,1.4,0.2,0.414,26.8,0.0,0.0,1.0,68.96551724,-145.0,Omari Akhmedov,KO/TKO,Knee,3.0,3:03,783.0,Red,False,Welterweight,MALE,3.0,0,neither,59.183673469387756,favorite
0.0,1.0,0.666666666,0.523809524,-6.71428572,-5.0,-7.62,-2.54,4.0,2.0,1.0,25.0,-7.0,7.0,2.0,-1.0,0.0,0.666666666,0.0,2.0,0.0,0.16,6.0,1.0,8.0,6.0,0.71,7.0,5.0,0.0,36.0,242.0,193.04,187.96,Orthodox,12.0,0.0,4.0,7.0,1.0,0.0,0.0,1.0,36.0,9.0,4.0,0.41952381,1.095238095,0.523809524,0.54047619,13.71428571,0.0,1.0,0.0,130.0,130.0,Gabriel Gonzaga,KO/TKO,Punches,1.0,4:48,288.0,Red,False,Heavyweight,MALE,3.0,0,neither,43.47826086956522,underdog
0.0,1.0,0.333333333,-2.666666667,25.16666667,3.0,7.62,2.54,-1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,115.0,87.0,0.71,67.0,48.0,0.0,26.0,135.0,170.18,167.64,Orthodox,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.166666667,0.333333333,0.333333333,0.236666667,25.66666667,0.0,1.0,0.0,130.0,130.0,Alejandro Perez,KO/TKO,Punches,1.0,4:04,244.0,Blue,False,Bantamweight,MALE,3.0,1,neither,43.47826086956522,underdog
0.0,1.0,0.171328672,0.716783217,-17.81818182,5.0,17.78,12.7,8.0,0.0,4.0,14.0,-5.0,10.0,0.0,-1.0,-1.0,0.17132867200000002,0.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0,0.1,10.0,1.0,0.0,36.0,264.0,200.66,190.5,Southpaw,16.0,0.0,8.0,5.0,2.0,0.0,0.0,5.0,42.0,10.0,4.0,0.27115384600000003,0.807692308,0.807692308,0.493846154,13.0,0.0,0.0,1.0,130.0,130.0,Frank Mir,KO/TKO,Punch,1.0,3:01,181.0,Red,False,Heavyweight,MALE,5.0,0,Red,43.47826086956522,underdog
0.0,1.0,1.038461538,0.076923077,13.62820513,10.0,22.86,15.24,1.0,1.0,0.0,22.0,0.0,7.0,5.0,2.0,1.0,1.038461538,0.0,5.0,2.0,0.5,2.0,1.0,250.0,196.0,0.75,197.0,148.0,0.0,28.0,170.0,203.2,190.5,Orthodox,10.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,36.0,3.0,7.0,0.473076923,2.538461538,0.076923077,0.425384615,44.46153846,0.0,2.0,0.0,83.33333333,-120.0,Neil Magny,KO/TKO,Punches,3.0,0:46,646.0,Blue,False,Welterweight,MALE,3.0,1,Blue,54.54545454545454,favorite
0.0,1.0,0.25,-0.5,8.5,-5.0,-2.54,-2.54,-1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.25,0.0,1.0,0.0,0.16,6.0,1.0,116.0,49.0,0.35,100.0,35.0,0.0,26.0,155.0,182.88,177.8,Orthodox,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,4.0,0.3425,2.0,0.0,0.38,46.5,0.0,4.0,0.0,80.0,-125.0,Johnny Case,SUB,Rear Naked Choke,3.0,4:45,885.0,Red,False,Lightweight,MALE,3.0,0,neither,55.55555555555556,favorite
0.0,1.0,1.0,0.5,-19.75,12.0,22.86,5.08,0.0,0.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,2.0,0.0,0.22,9.0,2.0,87.0,52.0,0.53,62.0,33.0,0.0,26.0,185.0,200.66,187.96,Orthodox,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,0.4575,2.5,0.75,0.36,18.0,0.0,0.0,1.0,20.6185567,-485.0,Antonio Carlos Junior,KO/TKO,Punches,3.0,1:36,696.0,Red,False,Middleweight,MALE,3.0,0,neither,82.90598290598291,favorite
0.0,1.0,-1.222222222,-0.111111111,-26.77777778,0.0,-7.62,-7.62,0.0,-3.0,0.0,-14.0,3.0,-5.0,-4.0,0.0,2.0,-1.222222222,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.41,12.0,5.0,1.0,34.0,205.0,182.88,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.0,215.0,Steve Bosse,KO/TKO,Punch,1.0,0:52,52.0,Blue,False,Light Heavyweight,MALE,3.0,1,neither,31.746031746031743,underdog
0.0,1.0,-2.8,-0.5,8.3,-6.0,10.16,12.7,0.0,2.0,0.0,3.0,-1.0,2.0,1.0,-1.0,-1.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,0.8,40.0,32.0,1.0,34.0,170.0,185.42,182.88,Southpaw,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,0.2,0.2,0.0,0.51,36.8,0.0,0.0,1.0,19.04761905,-525.0,Alan Jouban,KO/TKO,Elbow,1.0,2:15,135.0,Blue,False,Welterweight,MALE,3.0,1,neither,84.0,favorite
0.0,1.0,1.083333333,0.0,7.25,-4.0,-17.78,-10.16,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.083333333,0.0,0.0,0.0,0.0,2.0,0.0,12.0,7.0,0.5,8.0,4.0,0.0,30.0,145.0,172.72,172.72,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.133333333,1.333333333,0.0,0.456666667,45.0,0.0,0.0,2.0,150.0,150.0,Mark Eddiva,SUB,Guillotine Choke,1.0,1:24,84.0,Red,False,Featherweight,MALE,3.0,0,neither,40.0,underdog
0.0,1.0,1.0,-0.333333333,-10.0,-1.0,-7.62,-12.7,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,4.0,1.0,24.0,20.0,0.6,10.0,6.0,0.0,28.0,185.0,182.88,177.8,Orthodox,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.083333333,1.0,0.0,0.17,15.0,0.0,0.0,1.0,300.0,300.0,Chris Dempsey,KO/TKO,Punch,1.0,4:45,285.0,Red,False,Middleweight,MALE,3.0,0,neither,25.0,underdog
0.0,1.0,1.315789474,0.38157894700000006,-22.11842105,4.0,7.62,-5.08,-3.0,-4.0,-1.0,-29.0,3.0,-12.0,-5.0,3.0,1.0,1.315789474,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.58,24.0,14.0,0.0,28.0,170.0,193.04,180.34,Orthodox,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,3.0,0.2275,2.0,0.75,0.33,21.25,0.0,3.0,0.0,230.0,230.0,Alex Oliveira,SUB,Triangle Choke,1.0,2:33,153.0,Red,False,Welterweight,MALE,5.0,0,neither,30.303030303030305,underdog
0.0,1.0,0.8333333340000001,1.0,-8.16666667,-5.0,-7.62,-5.08,0.0,-1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.8333333339999998,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,37.0,170.0,187.96,180.34,Orthodox,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,3.0,1.0,0.505,2.666666667,1.5,0.515,13.5,0.0,1.0,0.0,305.0,305.0,Roan Carneiro,KO/TKO,Punches,1.0,2:38,158.0,Red,False,Middleweight,MALE,3.0,0,Red,24.691358024691358,underdog
0.0,1.0,0.9675324679999999,-0.24675324699999998,-33.0,-4.0,-15.24,-5.08,0.0,1.0,0.0,-18.0,1.0,-2.0,-3.0,0.0,0.0,0.967532468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,185.0,177.8,182.88,Southpaw,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,6.0,1.0,0.639090909,1.181818182,0.181818182,0.465454545,15.0,0.0,1.0,0.0,185.0,185.0,Joe Riggs,KO/TKO,Knees,1.0,0:26,26.0,Red,False,Middleweight,MALE,3.0,0,neither,35.08771929824561,underdog
0.0,1.0,-2.25,0.75,21.0,4.0,10.16,10.16,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25,0.0,2.0,0.0,0.5,2.0,1.0,206.0,113.0,0.48,173.0,84.0,1.0,24.0,170.0,193.04,185.42,Orthodox,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,2.0,0.5825,1.75,0.75,0.385,45.75,0.0,1.0,0.0,86.95652174,-115.0,Sean Strickland,KO/TKO,Punches,3.0,4:25,865.0,Blue,False,Welterweight,MALE,3.0,1,neither,53.48837209302325,favorite
0.0,1.0,-0.2,-0.4,-11.8,5.0,12.7,5.08,-1.0,-1.0,0.0,-9.0,2.0,-2.0,-1.0,-1.0,-1.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.4,20.0,8.0,1.0,28.0,185.0,198.12,180.34,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.58,7.0,0.0,0.0,1.0,110.0,110.0,Oluwale Bamgbose,KO/TKO,Kick,1.0,1:00,60.0,Blue,False,Middleweight,MALE,3.0,1,neither,47.61904761904761,underdog
0.0,1.0,1.286764706,-0.018382353,6.61764706,-1.0,-10.16,0.0,1.0,-6.0,0.0,12.0,1.0,2.0,2.0,4.0,0.0,1.286764706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,205.0,187.96,187.96,Orthodox,13.0,0.0,1.0,3.0,8.0,1.0,0.0,1.0,41.0,4.0,5.0,0.287058824,2.411764706,0.294117647,0.392941176,28.11764706,0.0,5.0,0.0,210.0,210.0,Ryan Bader,KO/TKO,Punches,1.0,1:26,86.0,Red,False,Light Heavyweight,MALE,5.0,0,Red,32.25806451612903,underdog
0.0,1.0,0.375,-0.125,-17.5,4.0,0.0,2.54,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,0.375,0.0,0.0,1.0,0.0,0.0,0.0,94.0,38.0,0.38,91.0,35.0,0.0,34.0,265.0,198.12,193.04,Orthodox,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,16.0,3.0,3.0,0.10625,0.875,0.375,0.43875,20.5,0.0,3.0,0.0,120.0,120.0,Ben Rothwell,SUB,Guillotine Choke,2.0,3:48,528.0,Blue,False,Heavyweight,MALE,3.0,1,Blue,45.45454545454545,underdog
0.0,1.0,-1.0,-0.5,64.0,-7.0,2.54,0.0,-1.0,0.0,0.0,3.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,94.0,67.0,0.54,48.0,26.0,0.0,26.0,170.0,182.88,182.88,Southpaw,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.165,0.5,0.0,0.485,78.5,0.0,0.0,1.0,235.0,235.0,Bryan Barberena,SUB,Arm Triangle,2.0,3:06,486.0,Blue,False,Welterweight,MALE,3.0,1,neither,29.850746268656714,underdog
0.0,1.0,-2.211538462,-0.038461537999999997,-22.57692308,-1.0,2.54,-2.54,-1.0,0.0,0.0,-29.0,2.0,-7.0,-2.0,-3.0,-1.0,-2.211538462,0.0,0.0,0.0,0.0,2.0,0.0,64.0,30.0,0.32,49.0,16.0,0.0,34.0,185.0,195.58,180.34,Southpaw,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0825,0.25,0.5,0.4825,17.5,0.0,0.0,1.0,155.0,155.0,Kevin Casey,KO/TKO,Punches,3.0,3:37,817.0,Red,False,Middleweight,MALE,3.0,0,Red,39.21568627450981,underdog
0.0,1.0,-0.25,-0.75,-16.91666667,3.0,2.54,7.62,0.0,-1.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,-0.25,0.0,3.0,0.0,1.0,2.0,2.0,20.0,17.0,0.83,18.0,15.0,1.0,31.0,155.0,187.96,190.5,Southpaw,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.3,1.0,0.0,0.45,32.33333333,0.0,1.0,0.0,95.23809524,-105.0,Alexander Yakovlev,KO/TKO,Punches,1.0,3:59,239.0,Blue,False,Welterweight,MALE,3.0,1,neither,51.21951219512195,favorite
0.0,1.0,-0.666666667,0.141025641,1.16666667,-4.0,0.0,-7.62,-1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-0.666666667,0.0,0.0,0.0,0.0,1.0,0.0,62.0,28.0,0.44,61.0,27.0,1.0,37.0,265.0,200.66,190.5,Switch,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,20.0,4.0,5.0,0.0,0.0,0.307692308,0.540769231,22.0,0.0,0.0,1.0,150.0,150.0,Matt Mitrione,KO/TKO,Punches,3.0,4:09,849.0,Red,False,Heavyweight,MALE,3.0,0,Red,40.0,underdog
0.0,1.0,-0.45555555600000003,0.7333333329999999,-0.14444444,3.0,15.24,7.62,3.0,-1.0,-2.0,-25.0,6.0,-2.0,-1.0,1.0,0.0,-0.4555555560000001,0.0,0.0,0.0,1.0,1.0,1.0,60.0,44.0,0.4,27.0,11.0,0.0,32.0,170.0,195.58,187.96,Orthodox,7.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,20.0,3.0,3.0,0.1,0.1,0.9,0.627,29.3,0.0,3.0,0.0,66.66666667,-150.0,Ben Saunders,KO/TKO,Punches,2.0,1:14,374.0,Red,False,Welterweight,MALE,3.0,0,neither,60.0,favorite
0.0,1.0,0.647058823,0.11764705800000001,-1.05882353,-1.0,7.62,2.54,4.0,-2.0,1.0,-2.0,0.0,0.0,-1.0,0.0,1.0,0.6470588229999998,0.0,0.0,0.0,0.0,0.0,0.0,91.0,56.0,0.57,82.0,47.0,1.0,35.0,205.0,195.58,185.42,Orthodox,9.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,37.0,8.0,3.0,0.462941176,1.764705882,0.764705882,0.49470588200000004,26.05882353,0.0,0.0,1.0,150.0,150.0,Ed Herman,KO/TKO,Knee,2.0,1:39,399.0,Blue,False,Light Heavyweight,MALE,3.0,1,neither,40.0,underdog
0.0,1.0,1.0,0.166666667,-18.66666667,1.0,5.08,-7.62,0.0,2.0,0.0,16.0,-4.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.37,8.0,3.0,82.0,54.0,0.55,58.0,32.0,0.0,30.0,155.0,182.88,172.72,Switch,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,27.0,6.0,2.0,0.301666667,1.25,0.166666667,0.3875,29.08333333,0.0,0.0,3.0,200.0,200.0,Daron Cruickshank,SUB,Rear Naked Choke,3.0,3:56,836.0,Red,False,Lightweight,MALE,3.0,0,neither,33.33333333333333,underdog
0.0,1.0,-0.6,0.1,43.9,0.0,2.54,7.62,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,0.0,32.0,205.0,187.96,185.42,Orthodox,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.5,0.5125,52.5,0.0,2.0,0.0,245.0,245.0,Sean O'Connell,KO/TKO,Punch,1.0,0:30,30.0,Red,False,Light Heavyweight,MALE,3.0,0,neither,28.985507246376812,underdog
0.0,1.0,-1.444444445,-0.27777777800000003,9.22222223,-1.0,7.62,12.7,2.0,2.0,-1.0,-10.0,2.0,2.0,3.0,4.0,0.0,-1.4444444449999998,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.57,7.0,4.0,0.0,32.0,155.0,185.42,185.42,Orthodox,15.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,38.0,3.0,8.0,0.293888889,0.7222222220000001,0.38888888899999996,0.471111111,45.55555556,0.0,8.0,0.0,150.0,150.0,Donald Cerrone,KO/TKO,Punches,1.0,1:06,66.0,Red,True,Lightweight,MALE,5.0,0,Red,40.0,underdog
